SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
116,10,5408,405,13,0.15,4.73,06/04/2023 18:41,T-513669
117,17,76379,405,3,0,1.28,23/07/2024 15:57,T-512576
118,9,87241,405,1,0,0.43,10/06/2024 13:38,T-515152
119,19,75863,405,9,0.1,3.47,16/11/2024 17:07,T-507861
120,12,62946,152,2,0,117.63,04/05/2023 12:26,T-502478
121,1,76379,405,8,0.1,3.08,09/04/2023 13:30,T-509495
122,22,87241,405,4,0.05,1.63,02/11/2023 17:07,T-514490
123,23,44445,405,2,0,0.86,25/11/2023 10:21,T-513290
124,18,80837,405,4,0,1.71,15/06/2024 10:24,T-510263
125,1,76379,200,8,0.1,80.13,12/12/2024 15:36,T-507560
126,20,76379,405,10,0.1,3.85,26/06/2023 12:03,T-502964
127,15,52278,426,5,0.05,396.99,04/04/2023 10:55,T-505781
128,12,5660,405,18,0.2,6.16,23/12/2023 18:19,T-510731
129,21,76379,200,20,0.25,166.94,05/11/2023 12:41,T-504958
130,3,76379,200,15,0.2,133.55,29/04/2024 15:23,T-500730
131,21,15527,405,6,0.05,2.44,23/08/2024 18:09,T-509466
132,19,76379,195,9,0.15,26.93,23/12/2023 17:15,T-507677
133,9,76379,405,18,0.2,6.16,10/08/2024 13:45,T-504494
134,5,1816,426,3,0,250.73,04/07/2024 14:54,T-504353
135,12,76379,405,5,0.05,2.03,31/07/2023 10:39,T-502876
136,10,22489,405,2,0,0.86,27/03/2023 11:25,T-509224
137,9,58625,405,8,0.1,3.08,15/06/2024 16:43,T-503118
138,6,76426,405,3,0,1.28,04/09/2024 08:22,T-500277
139,2,20254,405,9,0.1,3.47,26/06/2024 10:31,T-506930
140,12,52278,405,2,0,0.86,10/03/2023 14:39,T-510174
141,2,5660,426,1,0,83.58,05/12/2023 09:11,T-508966
142,11,23055,200,17,0.2,151.36,31/10/2023 10:37,T-502194
143,21,5660,405,2,0,0.86,03/11/2024 13:20,T-502837
144,20,76379,405,21,0.25,6.74,13/03/2024 10:32,T-505621
145,2,5660,200,10,0.15,94.6,25/10/2024 19:28,T-508559
146,8,76426,405,1,0,0.43,19/11/2024 19:37,T-502013
147,17,31581,405,4,0,1.71,17/07/2024 09:02,T-512244
148,23,5660,200,3,0,33.39,03/12/2024 18:04,T-506227
149,16,76379,200,9,0.1,90.15,02/01/2023 19:28,T-506954
150,5,76379,200,3,0,33.39,28/12/2023 16:19,T-509010
151,5,76379,420,2,0,139.83,24/11/2023 16:45,T-503260
152,18,76379,200,1,0,11.13,16/08/2024 13:01,T-501823
153,19,76379,200,2,0,22.26,03/03/2024 11:14,T-501781
154,4,76379,405,12,0.15,4.36,20/04/2023 14:10,T-504456
155,19,76379,152,3,0.05,167.62,04/10/2024 18:38,T-507822
156,4,23011,405,2,0,0.86,15/12/2023 17:47,T-509520
157,2,76379,152,2,0,117.63,28/05/2023 15:14,T-508473
158,22,15527,405,2,0,0.86,24/11/2024 12:17,T-500028
159,17,87241,405,14,0.15,5.09,11/12/2023 09:44,T-513540
160,14,76379,426,13,0.15,923.51,30/04/2024 14:08,T-500209
161,11,76379,405,1,0,0.43,29/03/2023 19:48,T-510616
162,5,52278,405,16,0.2,5.48,23/12/2023 11:29,T-501598
163,23,72675,405,3,0,1.28,26/12/2023 14:57,T-504753
164,19,58625,405,20,0.25,6.42,25/06/2023 16:21,T-515143
165,2,44851,405,4,0,1.71,08/07/2023 16:46,T-502383
166,13,76379,405,5,0.05,2.03,17/08/2024 18:54,T-513789
167,19,76379,405,4,0,1.71,30/12/2023 08:44,T-513106
168,16,76379,405,1,0,0.43,10/11/2024 16:07,T-515270
169,12,52278,152,1,0,58.81,30/12/2023 14:01,T-515352
170,12,52278,405,9,0.1,3.47,14/12/2023 13:24,T-514193
171,15,5660,426,4,0.05,317.59,02/09/2024 13:16,T-515188
172,7,76379,152,5,0.05,279.36,01/01/2023 11:55,T-510150
173,12,87241,405,2,0,0.86,03/04/2024 09:55,T-503734
174,15,76379,200,3,0,33.39,26/12/2023 13:21,T-510679
175,15,17143,426,11,0.15,781.43,07/07/2024 15:56,T-508305
176,9,76379,426,2,0,167.15,10/06/2023 16:00,T-509214
177,2,15527,200,2,0,22.26,03/01/2024 09:28,T-513098
178,5,52278,359,4,0,276.13,08/04/2024 15:36,T-506489
179,17,87241,405,16,0.2,5.48,28/12/2024 13:52,T-502518
180,23,76379,405,18,0.2,6.16,10/02/2024 10:01,T-513150
181,17,76379,405,3,0,1.28,25/11/2023 17:40,T-500003
182,13,5408,405,9,0.1,3.47,10/08/2024 11:07,T-511611
183,5,76379,152,2,0.05,111.74,17/06/2023 12:53,T-500726
184,20,76379,200,10,0.15,94.6,15/02/2024 18:02,T-514810
185,20,76379,405,6,0.05,2.44,08/02/2023 10:57,T-512928
186,20,76379,405,19,0.2,6.5,26/12/2023 19:49,T-511409
187,5,5660,405,2,0,0.86,28/05/2023 15:09,T-506517
188,14,76379,420,3,0,209.75,17/08/2024 19:33,T-511008
189,20,5408,414,2,0,166.12,26/05/2023 12:04,T-513002
190,11,76379,414,25,0.25,1557.35,02/02/2024 11:10,T-506644
191,14,76379,200,4,0,44.52,20/08/2024 10:18,T-511713
192,18,25903,405,4,0,1.71,25/05/2024 12:57,T-508982
193,6,5660,405,1,0,0.43,12/10/2024 10:10,T-510328
194,16,5660,405,2,0,0.86,09/05/2024 10:50,T-501927
195,4,76379,405,4,0,1.71,02/06/2023 13:39,T-513806
196,8,53746,200,2,0,22.26,08/06/2023 17:27,T-507303
197,6,76379,200,17,0.2,151.36,20/09/2024 10:12,T-512320
198,2,31581,405,2,0,0.86,18/05/2024 12:23,T-501493
199,9,76379,200,1,0,11.13,16/10/2023 12:54,T-506250
200,19,76379,405,23,0.25,7.38,30/12/2023 08:44,T-513106
201,15,76379,200,3,0,33.39,22/03/2023 10:09,T-513528
202,20,76379,405,13,0.15,4.73,27/01/2023 19:49,T-510321
203,22,21368,420,5,0.1,314.62,17/02/2024 09:17,T-514203
204,3,5660,405,1,0,0.43,16/11/2024 19:23,T-508398
205,12,15527,405,1,0,0.43,16/11/2023 19:47,T-513008
206,15,115,405,4,0,1.71,19/11/2024 16:19,T-506463
207,1,76379,405,6,0.05,2.44,22/07/2023 18:32,T-502454
208,15,87241,405,3,0,1.28,26/12/2024 11:33,T-508896
209,16,76379,405,5,0.05,2.03,10/06/2023 11:06,T-505127
210,23,62946,405,10,0.1,3.85,18/11/2024 17:42,T-501289
211,17,76379,426,2,0,167.15,01/12/2024 15:04,T-505794
212,14,76379,405,4,0,1.71,24/10/2023 17:20,T-511817
213,1,10314,200,16,0.2,142.46,22/06/2024 19:13,T-500275
214,10,7151,200,3,0,33.39,20/11/2024 11:46,T-504978
215,6,54866,405,21,0.25,6.74,03/11/2023 18:39,T-500635
216,4,23055,405,7,0.05,2.84,15/07/2023 18:47,T-514288
217,8,76379,152,4,0,235.25,28/02/2024 12:04,T-512586
218,19,52228,200,3,0,33.39,10/03/2023 13:06,T-512540
219,11,38234,405,12,0.15,4.36,16/12/2023 08:29,T-514902
220,20,76379,152,4,0,235.25,26/09/2024 13:59,T-509141
221,23,76379,405,12,0.15,4.36,17/05/2023 08:50,T-500349
222,23,87241,426,2,0,167.15,18/09/2023 16:15,T-504763
223,11,76379,405,11,0.1,4.24,16/09/2023 15:12,T-500552
224,22,76379,405,4,0.05,1.63,10/12/2024 10:08,T-509828
225,13,76379,195,2,0,7.04,20/10/2023 11:27,T-512105
226,22,87446,405,10,0.1,3.85,06/02/2024 10:24,T-504339
227,11,76379,405,6,0.05,2.44,28/07/2024 15:36,T-507872
228,3,76379,200,6,0.05,63.44,30/10/2023 12:52,T-502134
229,18,10074,405,4,0,1.71,04/06/2024 09:43,T-508449
230,6,76379,405,8,0.1,3.08,09/03/2024 17:53,T-515045
231,22,76379,405,6,0.05,2.44,03/06/2023 17:59,T-500279
232,8,76379,200,5,0.05,52.87,09/09/2023 11:31,T-500434
233,1,76379,426,7,0.1,526.53,23/08/2024 16:00,T-510246
234,8,76379,405,2,0,0.86,05/07/2023 14:48,T-500160
235,4,76379,200,1,0,11.13,28/09/2023 08:09,T-515078
236,15,76379,405,11,0.1,4.24,18/12/2024 16:10,T-502531
237,2,87446,405,1,0,0.43,01/01/2024 09:31,T-509698
238,5,76379,426,14,0.2,936.05,27/03/2024 08:16,T-510476
239,10,76379,426,12,0.15,852.47,12/12/2024 08:09,T-509403
240,18,87446,405,4,0,1.71,21/07/2024 15:39,T-510100
241,15,76379,158,2,0,108.93,08/06/2023 13:38,T-513370
242,16,22489,405,1,0,0.43,04/05/2023 09:51,T-513738
243,4,34946,405,4,0,1.71,09/06/2023 10:49,T-513651
244,6,76379,405,3,0,1.28,23/08/2024 09:28,T-503035
245,23,15527,405,4,0,1.71,17/08/2023 16:40,T-502902
246,8,70505,405,20,0.25,6.42,23/09/2023 12:28,T-511588
247,21,76379,359,1,0,69.03,23/03/2023 16:47,T-511541
248,18,76379,405,2,0,0.86,25/11/2024 17:27,T-507803
249,16,76379,405,1,0,0.43,24/02/2023 18:58,T-512913
250,5,45169,405,13,0.15,4.73,26/09/2023 14:48,T-512541
251,3,76379,426,2,0,167.15,08/09/2023 12:21,T-503398
252,10,76379,426,2,0,167.15,31/12/2023 11:01,T-505894
253,9,86478,405,3,0,1.28,08/08/2024 09:04,T-507855
254,12,38234,200,10,0.15,94.6,14/09/2024 16:02,T-503787
255,13,76379,405,19,0.2,6.5,24/10/2024 12:18,T-506680
256,15,76379,405,1,0,0.43,05/10/2023 17:47,T-508748
257,6,45169,405,3,0,1.28,12/05/2024 11:55,T-506530
258,10,76379,426,19,0.25,1190.96,12/07/2023 14:15,T-507628
259,3,20254,420,2,0,139.83,21/11/2023 18:25,T-507955
260,1,61315,152,7,0.15,349.94,05/10/2023 12:54,T-505202
261,1,76379,405,4,0,1.71,25/11/2024 13:53,T-501864
262,19,31581,405,4,0,1.71,13/05/2023 12:12,T-504772
263,10,31581,426,17,0.25,1065.59,16/08/2023 08:42,T-507135
264,18,76379,62,17,0.15,282.09,26/12/2023 09:22,T-514382
265,7,7126,359,4,0,276.13,04/06/2023 14:47,T-509374
266,11,45169,405,1,0,0.43,30/07/2024 11:48,T-511570
267,12,31581,200,1,0,11.13,15/11/2023 08:13,T-512970
268,2,76379,405,12,0.15,4.36,07/11/2024 11:46,T-502636
269,12,38234,405,2,0,0.86,14/09/2024 16:02,T-503787
270,4,76379,405,6,0.05,2.44,30/09/2023 16:30,T-504457
271,4,58625,405,3,0,1.28,01/08/2024 18:02,T-500751
272,23,15527,405,4,0,1.71,31/12/2023 12:54,T-504143
273,12,76379,405,22,0.25,7.06,20/12/2023 19:30,T-510470
274,8,5660,200,3,0,33.39,14/10/2024 16:00,T-506017
275,5,76379,414,2,0,166.12,18/10/2024 17:43,T-504002
276,2,63373,405,4,0,1.71,01/08/2024 13:56,T-500001
277,7,76379,405,1,0,0.43,14/02/2023 12:09,T-510278
278,21,5408,195,10,0.15,29.93,15/07/2023 11:53,T-511426
279,16,76379,426,1,0,83.58,12/05/2023 10:52,T-515407
280,12,76379,200,4,0.05,42.29,13/05/2023 12:06,T-513638
281,16,67309,405,3,0,1.28,13/06/2023 18:25,T-500475
282,4,87241,405,6,0.05,2.44,19/03/2023 16:34,T-505801
283,21,41877,200,2,0,22.26,06/09/2024 11:04,T-509616
284,17,13848,405,2,0,0.86,21/07/2023 12:00,T-514784
285,5,76379,200,2,0,22.26,02/06/2023 09:24,T-502639
286,21,76379,92,6,0.05,343.23,18/03/2024 09:05,T-513723
287,21,70505,200,2,0,22.26,07/12/2024 18:54,T-515128
288,18,76379,405,19,0.2,6.5,19/10/2024 17:02,T-504478
289,19,76379,405,14,0.15,5.09,20/12/2023 16:30,T-512771
290,13,76379,405,4,0,1.71,08/09/2024 14:21,T-502087
291,20,68045,200,6,0.05,63.44,08/12/2023 11:40,T-503970
292,13,5660,405,9,0.1,3.47,25/06/2023 15:21,T-500998
293,15,76379,405,9,0.1,3.47,21/08/2023 12:18,T-509044
294,5,76379,405,2,0,0.86,28/10/2023 15:21,T-507168
295,22,23055,405,15,0.15,5.45,10/12/2023 11:58,T-500027
296,4,52278,200,7,0.05,74.01,15/12/2024 15:42,T-509640
297,23,76379,200,4,0,44.52,28/08/2024 13:14,T-502042
298,20,76379,405,9,0.1,3.47,01/08/2024 12:39,T-505345
299,1,76379,62,23,0.25,336.75,31/03/2023 15:35,T-515036
300,1,76379,405,1,0,0.43,10/07/2023 08:34,T-512399
301,23,76379,405,4,0.05,1.63,14/12/2024 12:09,T-507338
302,20,76379,200,3,0,33.39,24/08/2023 13:02,T-506545
303,21,76379,405,2,0,0.86,27/07/2023 19:47,T-503826
304,3,15527,405,10,0.1,3.85,29/02/2024 14:44,T-504394
305,3,15527,200,3,0,33.39,23/12/2023 08:44,T-514348
306,3,76379,405,2,0,0.86,09/04/2024 19:08,T-514128
307,15,87241,405,1,0,0.43,25/01/2023 13:42,T-510692
308,12,76379,426,4,0,334.3,18/03/2024 18:50,T-504233
309,3,10074,405,12,0.15,4.36,22/11/2023 10:16,T-500182
310,2,21787,62,3,0,58.57,12/01/2024 19:37,T-505383
311,17,67309,200,2,0,22.26,20/12/2024 08:59,T-509949
312,21,76379,200,16,0.2,142.46,24/11/2023 19:33,T-506365
313,18,76379,152,7,0.1,370.52,28/12/2023 08:30,T-502294
314,4,76379,405,1,0,0.43,10/02/2023 16:15,T-512052
315,16,5660,426,2,0,167.15,13/02/2024 18:23,T-504327
316,15,5660,405,6,0.05,2.44,01/12/2023 10:00,T-500838
317,14,76379,405,2,0,0.86,22/11/2024 08:30,T-508134
318,14,67309,405,2,0,0.86,11/05/2024 13:47,T-505871
319,19,66424,200,2,0,22.26,08/11/2024 08:20,T-507280
320,7,5300,405,6,0.05,2.44,25/05/2023 11:08,T-505420
321,15,76379,405,14,0.15,5.09,07/09/2023 16:42,T-500950
322,16,70505,405,3,0,1.28,27/11/2023 12:35,T-506874
323,13,70505,405,7,0.05,2.84,06/06/2024 19:34,T-511376
324,20,1816,405,13,0.15,4.73,21/12/2023 17:04,T-509459
325,6,76379,405,4,0,1.71,18/09/2024 13:37,T-510482
326,13,5660,405,2,0,0.86,01/03/2024 18:36,T-512298
327,18,71965,200,4,0,44.52,25/09/2024 08:17,T-507958
328,17,15527,405,4,0,1.71,22/03/2024 12:12,T-509534
329,14,5660,62,11,0.1,193.26,12/01/2023 11:11,T-513560
330,20,62350,405,6,0.05,2.44,18/03/2023 16:49,T-511111
331,22,9755,200,3,0,33.39,13/08/2024 10:49,T-505823
332,20,52278,405,9,0.1,3.47,05/08/2023 17:56,T-505962
333,20,76379,405,3,0,1.28,29/08/2024 16:08,T-515415
334,19,76379,420,2,0,139.83,07/07/2023 14:07,T-504260
335,11,76379,405,17,0.2,5.82,01/01/2023 13:25,T-513825
336,16,28949,405,3,0,1.28,27/10/2024 16:45,T-514198
337,11,58625,405,10,0.1,3.85,20/12/2024 11:51,T-515206
338,1,76379,405,4,0,1.71,18/04/2024 15:07,T-501861
339,23,76379,200,10,0.15,94.6,20/08/2024 09:57,T-507743
340,21,76379,405,3,0,1.28,04/06/2023 15:34,T-505043
341,17,76379,200,3,0,33.39,29/05/2023 08:07,T-503595
342,17,70505,405,3,0,1.28,09/11/2024 17:00,T-504627
343,5,76379,405,2,0,0.86,20/10/2023 16:04,T-502287
344,16,76379,405,2,0,0.86,17/02/2023 14:06,T-502202
345,14,31581,405,2,0,0.86,20/12/2024 11:36,T-514479
346,8,5660,405,5,0.05,2.03,07/05/2023 14:10,T-510064
347,15,68994,405,1,0,0.43,16/10/2023 09:12,T-507556
348,20,76426,195,2,0,7.04,01/10/2023 16:48,T-515259
349,13,5660,405,8,0.1,3.08,02/12/2023 09:45,T-512634
350,16,87446,426,2,0,167.15,04/05/2023 14:10,T-513713
351,14,76379,405,16,0.2,5.48,18/10/2024 13:27,T-509807
352,17,76379,405,8,0.1,3.08,05/10/2023 17:49,T-507935
353,1,66225,405,21,0.25,6.74,30/08/2024 18:33,T-500242
354,6,76379,405,3,0,1.28,07/08/2023 15:46,T-513934
355,6,28949,200,3,0,33.39,16/08/2023 15:20,T-512759
356,23,87241,405,15,0.15,5.45,01/02/2024 12:34,T-505447
357,6,76426,405,22,0.25,7.06,01/06/2023 08:25,T-512810
358,23,5660,405,6,0.05,2.44,02/12/2023 17:31,T-500037
359,22,44676,405,2,0,0.86,16/12/2023 10:02,T-514237
360,18,76379,405,6,0.05,2.44,26/03/2024 15:07,T-512299
361,10,76379,405,21,0.25,6.74,05/07/2024 15:10,T-512065
362,6,76379,359,1,0,69.03,26/10/2023 11:39,T-510301
363,19,70505,405,17,0.2,5.82,13/08/2023 16:18,T-514040
364,23,5660,420,6,0.1,377.55,28/07/2023 09:44,T-510733
365,18,34406,405,4,0,1.71,12/05/2023 10:03,T-507954
366,6,66225,405,3,0,1.28,29/01/2023 15:33,T-508957
367,8,95363,405,13,0.15,4.73,03/08/2024 08:13,T-511609
368,3,61315,405,6,0.05,2.44,18/10/2024 18:35,T-510787
369,19,76379,62,15,0.15,248.9,16/10/2024 12:10,T-509971
370,12,87446,200,1,0,11.13,18/12/2024 15:00,T-510379
371,12,76379,405,4,0,1.71,02/07/2023 16:08,T-513658
372,11,76379,200,3,0,33.39,30/01/2024 18:45,T-503263
373,13,70505,152,3,0,176.44,19/11/2024 11:31,T-511584
374,23,38234,405,13,0.15,4.73,08/07/2024 14:38,T-511486
375,5,15527,200,2,0,22.26,10/08/2024 19:15,T-508459
376,11,76379,405,6,0.05,2.44,14/10/2023 16:05,T-506060
377,15,94626,200,4,0,44.52,16/06/2024 15:37,T-503069
378,5,5660,152,2,0,117.63,05/07/2023 13:52,T-513322
379,7,31581,405,3,0,1.28,04/10/2023 09:57,T-502355
380,19,76379,426,4,0,334.3,29/04/2023 16:56,T-502510
381,21,33391,405,3,0,1.28,04/03/2024 17:08,T-500017
382,23,76379,62,17,0.15,282.09,29/09/2024 16:13,T-507184
383,14,76379,426,4,0.05,317.59,28/12/2023 10:31,T-503060
384,20,45169,426,6,0.05,476.38,10/07/2024 17:37,T-506038
385,19,5660,200,3,0,33.39,13/06/2024 15:36,T-506071
386,3,76379,414,15,0.15,1059,11/09/2024 19:39,T-502769
387,10,49870,420,2,0,139.83,19/04/2023 17:55,T-509897
388,12,52278,200,2,0,22.26,13/11/2024 14:49,T-503165
389,13,76379,405,3,0,1.28,14/09/2023 10:00,T-506651
390,18,76379,200,10,0.15,94.6,19/05/2024 12:02,T-511842
391,17,76379,184,2,0,53.16,02/09/2024 10:23,T-510553
392,6,31581,405,10,0.1,3.85,29/11/2024 13:46,T-507616
393,9,92762,426,9,0.1,676.96,10/09/2023 14:00,T-503309
394,5,33391,200,19,0.25,158.6,15/01/2024 10:29,T-514641
395,14,76379,420,3,0,209.75,07/04/2023 10:20,T-508430
396,16,13909,405,22,0.25,7.06,08/06/2023 08:59,T-510999
397,20,52278,405,2,0,0.86,19/05/2023 14:04,T-504818
398,4,76379,405,7,0.05,2.84,15/03/2023 18:57,T-501698
399,23,76379,426,11,0.15,781.43,24/12/2023 11:49,T-504539
400,3,5408,200,2,0,22.26,23/08/2024 19:41,T-510222
401,22,76379,405,2,0,0.86,03/09/2023 16:14,T-504268
402,10,15527,200,5,0.05,52.87,19/03/2023 11:28,T-505451
403,5,76379,405,17,0.2,5.82,10/12/2024 11:28,T-508892
404,4,76379,359,1,0,69.03,22/11/2024 18:40,T-505566
405,22,76379,405,15,0.15,5.45,12/07/2023 14:45,T-504850
406,21,76379,200,8,0.1,80.13,16/12/2023 13:00,T-513996
407,15,76379,405,1,0,0.43,21/01/2024 13:54,T-501427
408,16,5660,405,2,0,0.86,13/02/2024 18:23,T-504327
409,12,5660,200,2,0,22.26,21/01/2024 14:58,T-513417
